COUNTRY,COUNTRY_GRP,SEX,YEAR,VALUE
GBR,,ALL,1978,5930
GBR,,ALL,1979,7560
GBR,,ALL,1980,9530
GBR,,ALL,1981,10640
GBR,,ALL,1982,10640
GBR,,ALL,1983,9840
GBR,,ALL,1984,9250
GBR,,ALL,1985,9140
GBR,,ALL,1986,10230
GBR,,ALL,1987,12670
GBR,,ALL,1988,16130
GBR,,ALL,1989,17350
GBR,,ALL,1990,18530
GBR,,ALL,1991,19350
GBR,,ALL,1992,21440
GBR,,ALL,1993,21320
GBR,,ALL,1994,21860
GBR,,ALL,1995,21230
GBR,,ALL,1996,22880
GBR,,ALL,1997,25290
GBR,,ALL,1998,26840
GBR,,ALL,1999,28150
GBR,,ALL,2000,29220
GBR,,ALL,2001,29020
GBR,,ALL,2002,29260
GBR,,ALL,2003,32300
GBR,,ALL,2004,37860
GBR,,ALL,2005,42890
GBR,,ALL,2006,45230
GBR,,ALL,2007,47650
GBR,,ALL,2008,48580
GBR,,ALL,2009,44220
GBR,,ALL,2010,41650
GBR,,ALL,2011,41070
GBR,,ALL,2012,41700
GBR,,ALL,2013,42740
GBR,,ALL,2014,44320
GBR,,ALL,2015,44280
GBR,,ALL,2016,42990
GBR,,ALL,2017,41370
GBR,,ALL,2018,41770
GEO,,ALL,1992,750
GEO,,ALL,1993,540
GEO,,ALL,1994,510
GEO,,ALL,1995,550
GEO,,ALL,1996,670
GEO,,ALL,1997,820
GEO,,ALL,1998,870
GEO,,ALL,1999,840
GEO,,ALL,2000,810
GEO,,ALL,2001,780
GEO,,ALL,2002,850
GEO,,ALL,2003,990
GEO,,ALL,2004,1210
GEO,,ALL,2005,1520
GEO,,ALL,2006,1910
GEO,,ALL,2007,2380
GEO,,ALL,2008,2800
GEO,,ALL,2009,2930
GEO,,ALL,2010,3170
GEO,,ALL,2011,3520
GEO,,ALL,2012,4160
GEO,,ALL,2013,4530
GEO,,ALL,2014,4760
GEO,,ALL,2015,4400
GEO,,ALL,2016,4080
GEO,,ALL,2017,4030
GEO,,ALL,2018,4440
GRC,,ALL,1970,1540
GRC,,ALL,1971,1720
GRC,,ALL,1972,2000
GRC,,ALL,1973,2490
GRC,,ALL,1974,2850
GRC,,ALL,1975,3480
GRC,,ALL,1976,3750
GRC,,ALL,1977,3940
GRC,,ALL,1978,4600
GRC,,ALL,1979,5650
GRC,,ALL,1980,6500
GRC,,ALL,1981,6370
GRC,,ALL,1982,5910
GRC,,ALL,1983,5280
GRC,,ALL,1984,5140
GRC,,ALL,1985,5010
GRC,,ALL,1986,5360
GRC,,ALL,1987,6130
GRC,,ALL,1988,7590
GRC,,ALL,1989,8310
GRC,,ALL,1990,8970
GRC,,ALL,1991,9850
GRC,,ALL,1992,11200
GRC,,ALL,1993,11140
GRC,,ALL,1994,11610
GRC,,ALL,1995,12410
GRC,,ALL,1996,13430
GRC,,ALL,1997,14100
GRC,,ALL,1998,13810
GRC,,ALL,1999,13380
GRC,,ALL,2000,13330
GRC,,ALL,2001,13070
GRC,,ALL,2002,13150
GRC,,ALL,2003,15700
GRC,,ALL,2004,19580
GRC,,ALL,2005,22760
GRC,,ALL,2006,24550
GRC,,ALL,2007,26350
GRC,,ALL,2008,28660
GRC,,ALL,2009,29330
GRC,,ALL,2010,27660
GRC,,ALL,2011,24930
GRC,,ALL,2012,23500
GRC,,ALL,2013,22540
GRC,,ALL,2014,22180
GRC,,ALL,2015,20320
GRC,,ALL,2016,18890
GRC,,ALL,2017,18340
GRC,,ALL,2018,19770
HRV,,ALL,2000,5220
HRV,,ALL,2001,5320
HRV,,ALL,2002,5610
HRV,,ALL,2003,6670
HRV,,ALL,2004,8520
HRV,,ALL,2005,10170
HRV,,ALL,2006,11320
HRV,,ALL,2007,12710
HRV,,ALL,2008,14310
HRV,,ALL,2009,14130
HRV,,ALL,2010,14080
HRV,,ALL,2011,14010
HRV,,ALL,2012,13400
HRV,,ALL,2013,13520
HRV,,ALL,2014,13270
HRV,,ALL,2015,12970
HRV,,ALL,2016,12390
HRV,,ALL,2017,12640
HRV,,ALL,2018,14000
HUN,,ALL,1993,3660
HUN,,ALL,1994,4030
HUN,,ALL,1995,4250
HUN,,ALL,1996,4370
HUN,,ALL,1997,4400
HUN,,ALL,1998,4410
HUN,,ALL,1999,4490
HUN,,ALL,2000,4620
HUN,,ALL,2001,4790
HUN,,ALL,2002,5290
HUN,,ALL,2003,6650
HUN,,ALL,2004,8640
HUN,,ALL,2005,10360
HUN,,ALL,2006,11250
HUN,,ALL,2007,11790
HUN,,ALL,2008,13230
HUN,,ALL,2009,13380
HUN,,ALL,2010,13190
HUN,,ALL,2011,13170
HUN,,ALL,2012,12990
HUN,,ALL,2013,13480
HUN,,ALL,2014,13540
HUN,,ALL,2015,13220
HUN,,ALL,2016,13050
HUN,,ALL,2017,13080
HUN,,ALL,2018,14780
IRL,,ALL,1972,2070
IRL,,ALL,1973,2540
IRL,,ALL,1974,2990
IRL,,ALL,1975,3390
IRL,,ALL,1976,3280
IRL,,ALL,1977,3580
IRL,,ALL,1978,4120
IRL,,ALL,1979,5120
IRL,,ALL,1980,6380
IRL,,ALL,1981,6780
IRL,,ALL,1982,6390
IRL,,ALL,1983,5720
IRL,,ALL,1984,5610
IRL,,ALL,1985,5630
IRL,,ALL,1986,6370
IRL,,ALL,1987,8220
IRL,,ALL,1988,10420
IRL,,ALL,1989,11100
IRL,,ALL,1990,12560
IRL,,ALL,1991,13130
IRL,,ALL,1992,14440
IRL,,ALL,1993,14600
IRL,,ALL,1994,15480
IRL,,ALL,1995,16920
IRL,,ALL,1996,18880
IRL,,ALL,1997,20660
IRL,,ALL,1998,21440
IRL,,ALL,1999,22650
IRL,,ALL,2000,24080
IRL,,ALL,2001,24020
IRL,,ALL,2002,24830
IRL,,ALL,2003,29890
IRL,,ALL,2004,37690
IRL,,ALL,2005,44530
IRL,,ALL,2006,47910
IRL,,ALL,2007,50530
IRL,,ALL,2008,50920
IRL,,ALL,2009,46810
IRL,,ALL,2010,44870
IRL,,ALL,2011,41990
IRL,,ALL,2012,40620
IRL,,ALL,2013,43550
IRL,,ALL,2014,46450
IRL,,ALL,2015,50260
IRL,,ALL,2016,52860
IRL,,ALL,2017,53050
IRL,,ALL,2018,61390
ISL,,ALL,1970,2650
ISL,,ALL,1971,3080
ISL,,ALL,1972,3740
ISL,,ALL,1973,4960
ISL,,ALL,1974,6690
ISL,,ALL,1975,7490
ISL,,ALL,1976,7970
ISL,,ALL,1977,9010
ISL,,ALL,1978,10860
ISL,,ALL,1979,13180
ISL,,ALL,1980,15440
ISL,,ALL,1981,16240
ISL,,ALL,1982,15100
ISL,,ALL,1983,12580
ISL,,ALL,1984,11900
ISL,,ALL,1985,11930
ISL,,ALL,1986,14250
ISL,,ALL,1987,19100
ISL,,ALL,1988,23470
ISL,,ALL,1989,24210
ISL,,ALL,1990,24810
ISL,,ALL,1991,25260
ISL,,ALL,1992,26510
ISL,,ALL,1993,26100
ISL,,ALL,1994,25660
ISL,,ALL,1995,25490
ISL,,ALL,1996,27320
ISL,,ALL,1997,28090
ISL,,ALL,1998,29070
ISL,,ALL,1999,30400
ISL,,ALL,2000,31550
ISL,,ALL,2001,30710
ISL,,ALL,2002,30930
ISL,,ALL,2003,33720
ISL,,ALL,2004,42030
ISL,,ALL,2005,50700
ISL,,ALL,2006,53610
ISL,,ALL,2007,61930
ISL,,ALL,2008,50100
ISL,,ALL,2009,41850
ISL,,ALL,2010,36250
ISL,,ALL,2011,37590
ISL,,ALL,2012,40680
ISL,,ALL,2013,46960
ISL,,ALL,2014,48230
ISL,,ALL,2015,50150
ISL,,ALL,2016,55120
ISL,,ALL,2017,60740
ISL,,ALL,2018,67960
ISR,,ALL,1970,2030
ISR,,ALL,1971,2290
ISR,,ALL,1972,2760
ISR,,ALL,1973,3170
ISR,,ALL,1974,4250
ISR,,ALL,1975,4860
ISR,,ALL,1976,4740
ISR,,ALL,1977,4610
ISR,,ALL,1978,4810
ISR,,ALL,1979,5610
ISR,,ALL,1980,6070
ISR,,ALL,1981,6720
ISR,,ALL,1982,6590
ISR,,ALL,1983,6600
ISR,,ALL,1984,6520
ISR,,ALL,1985,6500
ISR,,ALL,1986,7080
ISR,,ALL,1987,8480
ISR,,ALL,1988,10410
ISR,,ALL,1989,10920
ISR,,ALL,1990,12120
ISR,,ALL,1991,12870
ISR,,ALL,1992,14390
ISR,,ALL,1993,14760
ISR,,ALL,1994,15660
ISR,,ALL,1995,17010
ISR,,ALL,1996,18280
ISR,,ALL,1997,18870
ISR,,ALL,1998,18710
ISR,,ALL,1999,18400
ISR,,ALL,2000,19140
ISR,,ALL,2001,19220
ISR,,ALL,2002,18550
ISR,,ALL,2003,18630
ISR,,ALL,2004,19900
ISR,,ALL,2005,21410
ISR,,ALL,2006,22300
ISR,,ALL,2007,23950
ISR,,ALL,2008,26120
ISR,,ALL,2009,27260
ISR,,ALL,2010,29660
ISR,,ALL,2011,31500
ISR,,ALL,2012,32220
ISR,,ALL,2013,34310
ISR,,ALL,2014,35960
ISR,,ALL,2015,36030
ISR,,ALL,2016,36360
ISR,,ALL,2017,37420
ISR,,ALL,2018,40920
ITA,,ALL,1970,2060
ITA,,ALL,1971,2250
ITA,,ALL,1972,2620
ITA,,ALL,1973,3250
ITA,,ALL,1974,3930
ITA,,ALL,1975,4320
ITA,,ALL,1976,4510
ITA,,ALL,1977,4730
ITA,,ALL,1978,5270
ITA,,ALL,1979,6740
ITA,,ALL,1980,8430
ITA,,ALL,1981,8710
ITA,,ALL,1982,8220
ITA,,ALL,1983,7630
ITA,,ALL,1984,7760
ITA,,ALL,1985,8030
ITA,,ALL,1986,9380
ITA,,ALL,1987,12160
ITA,,ALL,1988,15950
ITA,,ALL,1989,17300
ITA,,ALL,1990,18660
ITA,,ALL,1991,20370
ITA,,ALL,1992,22960
ITA,,ALL,1993,21590
ITA,,ALL,1994,20860
ITA,,ALL,1995,20670
ITA,,ALL,1996,21830
ITA,,ALL,1997,22300
ITA,,ALL,1998,22220
ITA,,ALL,1999,21990
ITA,,ALL,2000,21890
ITA,,ALL,2001,21170
ITA,,ALL,2002,20710
ITA,,ALL,2003,23350
ITA,,ALL,2004,28270
ITA,,ALL,2005,32430
ITA,,ALL,2006,34250
ITA,,ALL,2007,35900
ITA,,ALL,2008,37910
ITA,,ALL,2009,37870
ITA,,ALL,2010,37850
ITA,,ALL,2011,37900
ITA,,ALL,2012,36200
ITA,,ALL,2013,35550
ITA,,ALL,2014,34890
ITA,,ALL,2015,32980
ITA,,ALL,2016,31940
ITA,,ALL,2017,31340
ITA,,ALL,2018,33730
KAZ,,ALL,1993,1430
KAZ,,ALL,1994,1310
KAZ,,ALL,1995,1280
KAZ,,ALL,1996,1340
KAZ,,ALL,1997,1390
KAZ,,ALL,1998,1390
KAZ,,ALL,1999,1290
KAZ,,ALL,2000,1260
KAZ,,ALL,2001,1350
KAZ,,ALL,2002,1520
KAZ,,ALL,2003,1800
KAZ,,ALL,2004,2300
KAZ,,ALL,2005,2950
KAZ,,ALL,2006,3860
KAZ,,ALL,2007,4980
KAZ,,ALL,2008,6150
KAZ,,ALL,2009,6780
KAZ,,ALL,2010,7440
KAZ,,ALL,2011,8280
KAZ,,ALL,2012,9940
KAZ,,ALL,2013,11840
KAZ,,ALL,2014,12090
KAZ,,ALL,2015,11420
KAZ,,ALL,2016,8800
KAZ,,ALL,2017,8040
KAZ,,ALL,2018,8070
KGZ,,ALL,1992,520
KGZ,,ALL,1993,450
KGZ,,ALL,1994,370
KGZ,,ALL,1995,360
KGZ,,ALL,1996,390
KGZ,,ALL,1997,390
KGZ,,ALL,1998,360
KGZ,,ALL,1999,300
KGZ,,ALL,2000,280
KGZ,,ALL,2001,280
KGZ,,ALL,2002,290
KGZ,,ALL,2003,340
KGZ,,ALL,2004,400
KGZ,,ALL,2005,450
KGZ,,ALL,2006,500
KGZ,,ALL,2007,610
KGZ,,ALL,2008,760
KGZ,,ALL,2009,860
KGZ,,ALL,2010,850
KGZ,,ALL,2011,880
KGZ,,ALL,2012,1040
KGZ,,ALL,2013,1190
KGZ,,ALL,2014,1250
KGZ,,ALL,2015,1180
KGZ,,ALL,2016,1110
KGZ,,ALL,2017,1110
KGZ,,ALL,2018,1220
LTU,,ALL,1997,2600
LTU,,ALL,1998,2860
LTU,,ALL,1999,2980
LTU,,ALL,2000,3210
LTU,,ALL,2001,3460
LTU,,ALL,2002,3830
LTU,,ALL,2003,4700
LTU,,ALL,2004,6040
LTU,,ALL,2005,7600
LTU,,ALL,2006,8820
LTU,,ALL,2007,10620
LTU,,ALL,2008,12660
LTU,,ALL,2009,12430
LTU,,ALL,2010,12560
LTU,,ALL,2011,13290
LTU,,ALL,2012,14070
LTU,,ALL,2013,15300
LTU,,ALL,2014,16040
LTU,,ALL,2015,15170
LTU,,ALL,2016,14870
LTU,,ALL,2017,15240
LTU,,ALL,2018,17430
LUX,,ALL,1970,3030
LUX,,ALL,1971,3350
LUX,,ALL,1972,4070
LUX,,ALL,1973,5230
LUX,,ALL,1974,6890
LUX,,ALL,1975,7930
LUX,,ALL,1976,8510
LUX,,ALL,1977,9080
LUX,,ALL,1978,10650
LUX,,ALL,1979,12940
LUX,,ALL,1980,15480
LUX,,ALL,1981,15490
LUX,,ALL,1982,14930
LUX,,ALL,1983,13490
LUX,,ALL,1984,13060
LUX,,ALL,1985,13130
LUX,,ALL,1986,15610
LUX,,ALL,1987,20090
LUX,,ALL,1988,26020
LUX,,ALL,1989,28700
LUX,,ALL,1990,31500
LUX,,ALL,1991,35370
LUX,,ALL,1992,39210
LUX,,ALL,1993,40270
LUX,,ALL,1994,41570
LUX,,ALL,1995,46020
LUX,,ALL,1996,48610
LUX,,ALL,1997,50650
LUX,,ALL,1998,47100
LUX,,ALL,1999,46470
LUX,,ALL,2000,46460
LUX,,ALL,2001,45630
LUX,,ALL,2002,42630
LUX,,ALL,2003,46000
LUX,,ALL,2004,62800
LUX,,ALL,2005,73810
LUX,,ALL,2006,71580
LUX,,ALL,2007,86210
LUX,,ALL,2008,88000
LUX,,ALL,2009,71220
LUX,,ALL,2010,78220
LUX,,ALL,2011,76260
LUX,,ALL,2012,75450
LUX,,ALL,2013,75500
LUX,,ALL,2014,76470
LUX,,ALL,2015,72470
LUX,,ALL,2016,68670
LUX,,ALL,2017,66380
LUX,,ALL,2018,70870
LVA,,ALL,1997,2710
LVA,,ALL,1998,2860
LVA,,ALL,1999,2980
LVA,,ALL,2000,3310
LVA,,ALL,2001,3590
LVA,,ALL,2002,3920
LVA,,ALL,2003,4660
LVA,,ALL,2004,5810
LVA,,ALL,2005,7350
LVA,,ALL,2006,8880
LVA,,ALL,2007,11160
LVA,,ALL,2008,13440
LVA,,ALL,2009,14040
LVA,,ALL,2010,12580
LVA,,ALL,2011,13110
LVA,,ALL,2012,13810
LVA,,ALL,2013,14890
LVA,,ALL,2014,15300
LVA,,ALL,2015,15010
LVA,,ALL,2016,14600
LVA,,ALL,2017,14710
LVA,,ALL,2018,16510
MDA,,ALL,1997,500
MDA,,ALL,1998,470
MDA,,ALL,1999,410
MDA,,ALL,2000,380
MDA,,ALL,2001,400
MDA,,ALL,2002,460
MDA,,ALL,2003,570
MDA,,ALL,2004,730
MDA,,ALL,2005,890
MDA,,ALL,2006,1030
MDA,,ALL,2007,1160
MDA,,ALL,2008,1500
MDA,,ALL,2009,1570
MDA,,ALL,2010,1910
MDA,,ALL,2011,2190
MDA,,ALL,2012,2520
MDA,,ALL,2013,2910
MDA,,ALL,2014,3010
MDA,,ALL,2015,2630
MDA,,ALL,2016,2510
MDA,,ALL,2017,2590
MDA,,ALL,2018,2980
MKD,,ALL,1992,1750
MKD,,ALL,1993,1460
MKD,,ALL,1994,1400
MKD,,ALL,1995,1790
MKD,,ALL,1996,2190
MKD,,ALL,1997,2210
MKD,,ALL,1998,2010
MKD,,ALL,1999,1910
MKD,,ALL,2000,1910
MKD,,ALL,2001,1820
MKD,,ALL,2002,1820
MKD,,ALL,2003,2090
MKD,,ALL,2004,2560
MKD,,ALL,2005,2990
MKD,,ALL,2006,3310
MKD,,ALL,2007,3580
MKD,,ALL,2008,4330
MKD,,ALL,2009,4610
MKD,,ALL,2010,4700
MKD,,ALL,2011,4810
MKD,,ALL,2012,4740
MKD,,ALL,2013,5000
MKD,,ALL,2014,5200
MKD,,ALL,2015,5110
MKD,,ALL,2016,4980
MKD,,ALL,2017,4890
MKD,,ALL,2018,5450
MLT,,ALL,1972,1090
MLT,,ALL,1973,1260
MLT,,ALL,1974,1560
MLT,,ALL,1975,1990
MLT,,ALL,1976,2120
MLT,,ALL,1977,2320
MLT,,ALL,1978,2660
MLT,,ALL,1979,3300
MLT,,ALL,1980,4280
MLT,,ALL,1981,4670
MLT,,ALL,1982,4550
MLT,,ALL,1983,3940
MLT,,ALL,1984,3830
MLT,,ALL,1985,3690
MLT,,ALL,1986,4000
MLT,,ALL,1987,4930
MLT,,ALL,1988,6260
MLT,,ALL,1989,6910
MLT,,ALL,1990,7600
MLT,,ALL,1991,7940
MLT,,ALL,1992,8720
MLT,,ALL,1993,8570
MLT,,ALL,1994,8600
MLT,,ALL,1995,8990
MLT,,ALL,1996,9490
MLT,,ALL,1997,9890
MLT,,ALL,1998,9810
MLT,,ALL,1999,10510
MLT,,ALL,2000,10920
MLT,,ALL,2001,11160
MLT,,ALL,2002,11380
MLT,,ALL,2003,12510
MLT,,ALL,2004,14300
MLT,,ALL,2005,15660
MLT,,ALL,2006,16310
MLT,,ALL,2007,17720
MLT,,ALL,2008,19950
MLT,,ALL,2009,19520
MLT,,ALL,2010,20540
MLT,,ALL,2011,21420
MLT,,ALL,2012,21650
MLT,,ALL,2013,22680
MLT,,ALL,2014,24240
MLT,,ALL,2015,24700
MLT,,ALL,2016,23590
MLT,,ALL,2017,23840
MLT,,ALL,2018,26480
MNE,,ALL,2002,1970
MNE,,ALL,2003,2440
MNE,,ALL,2004,3100
MNE,,ALL,2005,3660
MNE,,ALL,2006,4320
MNE,,ALL,2007,5120
MNE,,ALL,2008,6470
MNE,,ALL,2009,6740
MNE,,ALL,2010,6920
MNE,,ALL,2011,7250
MNE,,ALL,2012,7000
MNE,,ALL,2013,7330
MNE,,ALL,2014,7320
MNE,,ALL,2015,7250
MNE,,ALL,2016,7090
MNE,,ALL,2017,7400
MNE,,ALL,2018,8430
NLD,,ALL,1970,2890
NLD,,ALL,1971,3290
NLD,,ALL,1972,3850
NLD,,ALL,1973,5070
NLD,,ALL,1974,6370
NLD,,ALL,1975,7630
NLD,,ALL,1976,8350
NLD,,ALL,1977,9100
NLD,,ALL,1978,10460
NLD,,ALL,1979,12760
NLD,,ALL,1980,14830
NLD,,ALL,1981,14000
NLD,,ALL,1982,12350
NLD,,ALL,1983,11070
NLD,,ALL,1984,10730
NLD,,ALL,1985,10330
NLD,,ALL,1986,11690
NLD,,ALL,1987,14720
NLD,,ALL,1988,18570
NLD,,ALL,1989,19540
NLD,,ALL,1990,20320
NLD,,ALL,1991,21280
NLD,,ALL,1992,23520
NLD,,ALL,1993,24040
NLD,,ALL,1994,25370
NLD,,ALL,1995,27690
NLD,,ALL,1996,29750
NLD,,ALL,1997,29800
NLD,,ALL,1998,28260
NLD,,ALL,1999,28670
NLD,,ALL,2000,28810
NLD,,ALL,2001,27390
NLD,,ALL,2002,27020
NLD,,ALL,2003,30950
NLD,,ALL,2004,37280
NLD,,ALL,2005,42050
NLD,,ALL,2006,45910
NLD,,ALL,2007,49110
NLD,,ALL,2008,52670
NLD,,ALL,2009,53670
NLD,,ALL,2010,53900
NLD,,ALL,2011,54480
NLD,,ALL,2012,52930
NLD,,ALL,2013,52950
NLD,,ALL,2014,51980
NLD,,ALL,2015,49810
NLD,,ALL,2016,46900
NLD,,ALL,2017,47110
NLD,,ALL,2018,51260
NOR,,ALL,1970,3120
NOR,,ALL,1971,3570
NOR,,ALL,1972,4230
NOR,,ALL,1973,5320
NOR,,ALL,1974,6750
NOR,,ALL,1975,8380
NOR,,ALL,1976,9150
NOR,,ALL,1977,9960
NOR,,ALL,1978,11110
NOR,,ALL,1979,13110
NOR,,ALL,1980,15650
NOR,,ALL,1981,16420
NOR,,ALL,1982,15750
NOR,,ALL,1983,14940
NOR,,ALL,1984,15150
NOR,,ALL,1985,15710
NOR,,ALL,1986,17550
NOR,,ALL,1987,20830
NOR,,ALL,1988,23970
NOR,,ALL,1989,25080
NOR,,ALL,1990,26510
NOR,,ALL,1991,27830
NOR,,ALL,1992,30790
NOR,,ALL,1993,30220
NOR,,ALL,1994,30860
NOR,,ALL,1995,32700
NOR,,ALL,1996,35800
NOR,,ALL,1997,37920
NOR,,ALL,1998,36110
NOR,,ALL,1999,35550
NOR,,ALL,2000,36570
NOR,,ALL,2001,38250
NOR,,ALL,2002,39880
NOR,,ALL,2003,44750
NOR,,ALL,2004,54110
NOR,,ALL,2005,63790
NOR,,ALL,2006,69990
NOR,,ALL,2007,78500
NOR,,ALL,2008,87520
NOR,,ALL,2009,87910
NOR,,ALL,2010,88560
NOR,,ALL,2011,90420
NOR,,ALL,2012,99220
NOR,,ALL,2013,104330
NOR,,ALL,2014,104560
NOR,,ALL,2015,93110
NOR,,ALL,2016,81810
NOR,,ALL,2017,76210
NOR,,ALL,2018,80610
,NORDIC,ALL,1970,3603.54
,NORDIC,ALL,1971,3929.89
,NORDIC,ALL,1972,4553.53
,NORDIC,ALL,1973,5742.03
,NORDIC,ALL,1974,7092.78
,NORDIC,ALL,1975,8522.75
,NORDIC,ALL,1976,9184.54
,NORDIC,ALL,1977,9813.26
,NORDIC,ALL,1978,10941.12
,NORDIC,ALL,1979,13076.26
,NORDIC,ALL,1980,15238.12
,NORDIC,ALL,1981,15374.93
,NORDIC,ALL,1982,14226.64
,NORDIC,ALL,1983,12795.1
,NORDIC,ALL,1984,12579.5
,NORDIC,ALL,1985,12849.03
,NORDIC,ALL,1986,14941.06
,NORDIC,ALL,1987,18645
,NORDIC,ALL,1988,23109.1
,NORDIC,ALL,1989,24779.77
,NORDIC,ALL,1990,26368.63
,NORDIC,ALL,1991,27178.63
,NORDIC,ALL,1992,29059.84
,NORDIC,ALL,1993,27010.07
,NORDIC,ALL,1994,27218.67
,NORDIC,ALL,1995,28579.27
,NORDIC,ALL,1996,31153.75
,NORDIC,ALL,1997,32376.4
,NORDIC,ALL,1998,31392.98
,NORDIC,ALL,1999,31264
,NORDIC,ALL,2000,31573.29
,NORDIC,ALL,2001,30794.23
,NORDIC,ALL,2002,30698.04
,NORDIC,ALL,2003,34512.75
,NORDIC,ALL,2004,42068.31
,NORDIC,ALL,2005,48766.72
,NORDIC,ALL,2006,52621.47
,NORDIC,ALL,2007,56697.75
,NORDIC,ALL,2008,61420.7
,NORDIC,ALL,2009,59986.52
,NORDIC,ALL,2010,61260.99
,NORDIC,ALL,2011,62691.83
,NORDIC,ALL,2012,65018.87
,NORDIC,ALL,2013,67557.2
,NORDIC,ALL,2014,67775.09
,NORDIC,ALL,2015,63191.73
,NORDIC,ALL,2016,58732.19
,NORDIC,ALL,2017,56594.21
,NORDIC,ALL,2018,60090.83
POL,,ALL,1992,2090
POL,,ALL,1993,2480
POL,,ALL,1994,2800
POL,,ALL,1995,3240
POL,,ALL,1996,3830
POL,,ALL,1997,4230
POL,,ALL,1998,4350
POL,,ALL,1999,4430
POL,,ALL,2000,4660
POL,,ALL,2001,4700
POL,,ALL,2002,4890
POL,,ALL,2003,5490
POL,,ALL,2004,6260
POL,,ALL,2005,7340
POL,,ALL,2006,8460
POL,,ALL,2007,9940
POL,,ALL,2008,11990
POL,,ALL,2009,12510
POL,,ALL,2010,12730
POL,,ALL,2011,12900
POL,,ALL,2012,13220
POL,,ALL,2013,13480
POL,,ALL,2014,13640
POL,,ALL,2015,13320
POL,,ALL,2016,12710
POL,,ALL,2017,12730
POL,,ALL,2018,14100
PRT,,ALL,1970,950
PRT,,ALL,1971,1070
PRT,,ALL,1972,1270
PRT,,ALL,1973,1700
PRT,,ALL,1974,2070
PRT,,ALL,1975,2210
PRT,,ALL,1976,2330
PRT,,ALL,1977,2430
PRT,,ALL,1978,2530
PRT,,ALL,1979,2870
PRT,,ALL,1980,3350
PRT,,ALL,1981,3420
PRT,,ALL,1982,3230
PRT,,ALL,1983,2830
PRT,,ALL,1984,2520
PRT,,ALL,1985,2530
PRT,,ALL,1986,3080
PRT,,ALL,1987,4160
PRT,,ALL,1988,5630
PRT,,ALL,1989,6320
PRT,,ALL,1990,7130
PRT,,ALL,1991,8180
PRT,,ALL,1992,9860
PRT,,ALL,1993,10100
PRT,,ALL,1994,10450
PRT,,ALL,1995,11210
PRT,,ALL,1996,12100
PRT,,ALL,1997,12370
PRT,,ALL,1998,12190
PRT,,ALL,1999,12260
PRT,,ALL,2000,12170
PRT,,ALL,2001,11830
PRT,,ALL,2002,11750
PRT,,ALL,2003,13260
PRT,,ALL,2004,16140
PRT,,ALL,2005,18580
PRT,,ALL,2006,19390
PRT,,ALL,2007,20850
PRT,,ALL,2008,22590
PRT,,ALL,2009,22920
PRT,,ALL,2010,22960
PRT,,ALL,2011,22720
PRT,,ALL,2012,21150
PRT,,ALL,2013,21370
PRT,,ALL,2014,21190
PRT,,ALL,2015,20440
PRT,,ALL,2016,19930
PRT,,ALL,2017,20040
PRT,,ALL,2018,21990
ROU,,ALL,1992,1250
ROU,,ALL,1993,1190
ROU,,ALL,1994,1270
ROU,,ALL,1995,1490
ROU,,ALL,1996,1640
ROU,,ALL,1997,1590
ROU,,ALL,1998,1580
ROU,,ALL,1999,1610
ROU,,ALL,2000,1710
ROU,,ALL,2001,1760
ROU,,ALL,2002,1950
ROU,,ALL,2003,2250
ROU,,ALL,2004,2960
ROU,,ALL,2005,3880
ROU,,ALL,2006,4900
ROU,,ALL,2007,6510
ROU,,ALL,2008,8770
ROU,,ALL,2009,9190
ROU,,ALL,2010,8610
ROU,,ALL,2011,8620
ROU,,ALL,2012,8780
ROU,,ALL,2013,9250
ROU,,ALL,2014,9610
ROU,,ALL,2015,9520
ROU,,ALL,2016,9530
ROU,,ALL,2017,10010
ROU,,ALL,2018,11290
RUS,,ALL,1991,3440
RUS,,ALL,1992,3080
RUS,,ALL,1993,2920
RUS,,ALL,1994,2650
RUS,,ALL,1995,2640
RUS,,ALL,1996,2600
RUS,,ALL,1997,2650
RUS,,ALL,1998,2130
RUS,,ALL,1999,1750
RUS,,ALL,2000,1710
RUS,,ALL,2001,1780
RUS,,ALL,2002,2100
RUS,,ALL,2003,2590
RUS,,ALL,2004,3410
RUS,,ALL,2005,4450
RUS,,ALL,2006,5810
RUS,,ALL,2007,7560
RUS,,ALL,2008,9580
RUS,,ALL,2009,9230
RUS,,ALL,2010,9980
RUS,,ALL,2011,11070
RUS,,ALL,2012,13480
RUS,,ALL,2013,15210
RUS,,ALL,2014,14650
RUS,,ALL,2015,11770
RUS,,ALL,2016,9750
RUS,,ALL,2017,9230
RUS,,ALL,2018,10230
,SEEHN,ALL,1992,2514.88
,SEEHN,ALL,1993,2528.16
,SEEHN,ALL,1994,2677.4
,SEEHN,ALL,1995,2998.09
,SEEHN,ALL,1996,3256.64
,SEEHN,ALL,1997,3371
,SEEHN,ALL,1998,3399.49
,SEEHN,ALL,1999,3360.18
,SEEHN,ALL,2000,3460.02
,SEEHN,ALL,2001,3561.77
,SEEHN,ALL,2002,3655.83
,SEEHN,ALL,2003,4033.71
,SEEHN,ALL,2004,4780.56
,SEEHN,ALL,2005,5651.43
,SEEHN,ALL,2006,6386.38
,SEEHN,ALL,2007,7488.18
,SEEHN,ALL,2008,9129.1
,SEEHN,ALL,2009,9682.61
,SEEHN,ALL,2010,9864.97
,SEEHN,ALL,2011,10255.73
,SEEHN,ALL,2012,10491.13
